structure_wikidata,smiles,cas
http://www.wikidata.org/entity/Q3334152,C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,1341-23-7
http://www.wikidata.org/entity/Q72461302,C1=CN(C(=O)N=C1N)[C@@H]2[C@H]([C@H]([C@@H](O2)CO)O)O,26524-60-7
http://www.wikidata.org/entity/Q81986333,O=C(O)C(N)COC(=O)C,4985-36-8
http://www.wikidata.org/entity/Q82946949,CC(C)C1=C(N=C(C(=C1C2=CC=C(C=C2)OC)C#N)N)C3=CC=CC=C3,5060-46-8
http://www.wikidata.org/entity/Q418374,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,480-41-1
http://www.wikidata.org/entity/Q130365,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,83-88-5
http://www.wikidata.org/entity/Q188261,C1=C2C(=NC=N1)N=CN2,120-73-0
http://www.wikidata.org/entity/Q27139117,CC(C)CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,31023-24-2
http://www.wikidata.org/entity/Q155751,CC1=C2C(=CC(=C1)O)CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,119-13-1
http://www.wikidata.org/entity/Q193166,C[N+](C)(C)CCO,62-49-7
http://www.wikidata.org/entity/Q18651888,CCCCCCCCCCCCCCCC(=O)N,629-54-9
http://www.wikidata.org/entity/Q82913082,O=C(O)C(N=C(O)C(N)C)CC(C)C,1638-60-4
http://www.wikidata.org/entity/Q207722,C1=CN=CN=C1,289-95-2
http://www.wikidata.org/entity/Q421972,C(C(=O)O)C(=O)O,141-82-2
http://www.wikidata.org/entity/Q394317,C(CCN=C(N)N)CN,306-60-5
http://www.wikidata.org/entity/Q423746,CC1=NC=C(C(=C1O)CO)CO,65-23-6
http://www.wikidata.org/entity/Q27285202,CCCCC/C=C\C/C=C/CCCCCCCC(=O)O,2420-42-0
http://www.wikidata.org/entity/Q27887610,CCOC(=O)CC(=O)OCC,105-53-3
http://www.wikidata.org/entity/Q161637,CCCCC=C,592-41-6
http://www.wikidata.org/entity/Q150808,CCCCCCCCCCCCCC,629-59-4
http://www.wikidata.org/entity/Q27133324,CCCCCCCCCCCCCCCCCC=C,18435-45-5
http://www.wikidata.org/entity/Q82108677,CCCCCCCCCCC#CCCCCCCCC,71899-38-2
http://www.wikidata.org/entity/Q81978942,CCCCCCCCCCCCCCCCC#N,5399-02-0
http://www.wikidata.org/entity/Q83049434,CCCCC1=CCCC1,2423-01-0
http://www.wikidata.org/entity/Q28917,C=CC1=CC=CC=C1,100-42-5
http://www.wikidata.org/entity/Q161620,CCCCCCCCCCC=C,112-41-4
http://www.wikidata.org/entity/Q10859725,C=CCCCCCCCCCCCCCCCC,112-88-9
http://www.wikidata.org/entity/Q82002704,C=CC=CC=CCCCC,96444-01-8
http://www.wikidata.org/entity/Q82101623,CCCCCC1CC1C,41977-37-1
http://www.wikidata.org/entity/Q19885565,C=CCCCCCCC=C,1647-16-1
http://www.wikidata.org/entity/Q27104917,CCCCCCCCCCCCCCCC=C,26266-05-7
http://www.wikidata.org/entity/Q82061603,CCCCC#CC(C)C,55402-15-8
http://www.wikidata.org/entity/Q82106775,C1CC(=O)C2CC1C2,17159-87-4
http://www.wikidata.org/entity/Q16676086,CCCCCCCCCCCCCCCC(=O)OC,112-39-0
http://www.wikidata.org/entity/Q161503,C=CC=C,106-99-0
http://www.wikidata.org/entity/Q3374882,CCCCCCCCCCCCCC=C,13360-61-7
http://www.wikidata.org/entity/Q54554850,C=CCCCCCC=C,4900-30-5
http://www.wikidata.org/entity/Q81990191,CCCCCCCCCC1CCCCC1,2883-02-5
http://www.wikidata.org/entity/Q81978794,C(=CCCCCCCCCCCCCCCCC)CCCCCCCC,71502-22-2
http://www.wikidata.org/entity/Q83074361,C1=C(CCC1)CC(C)C,53098-47-8
http://www.wikidata.org/entity/Q150843,CCCCCCCCCCCCCCCC,544-76-3
http://www.wikidata.org/entity/Q2468763,CCC=C,106-98-9
http://www.wikidata.org/entity/Q151410,CCCCCCCCC=C,872-05-9
http://www.wikidata.org/entity/Q15687205,CCCCCCCC=C,124-11-8
http://www.wikidata.org/entity/Q27162003,CCCCCCCCCCCC=C,2437-56-1
http://www.wikidata.org/entity/Q81990537,C1=C(C)CCC=C(C)CC1,3760-14-3
http://www.wikidata.org/entity/Q82854381,C1=CCC(C)CC1,591-47-9
http://www.wikidata.org/entity/Q6018906,CCCC=C,109-67-1
http://www.wikidata.org/entity/Q150788,CCCCCCCCCCCCC,629-50-5
http://www.wikidata.org/entity/Q150831,CCCCCCCCCCCCCCC,629-62-9
http://www.wikidata.org/entity/Q150888,CCCCCCCCCCCCCCCCC,629-78-7
http://www.wikidata.org/entity/Q24736866,CC1=CCCC1,693-89-0
http://www.wikidata.org/entity/Q310957,CCCCCCC,142-82-5
http://www.wikidata.org/entity/Q387320,C1CC=CC=C1,592-57-4
http://www.wikidata.org/entity/Q15634177,C1CC=CC=CC1,4054-38-0
http://www.wikidata.org/entity/Q27157591,CCCCCCCCCCCCCCCCCCCCC=C,1599-67-3
http://www.wikidata.org/entity/Q41295522,C1=CCCCCCC1,931-88-4
http://www.wikidata.org/entity/Q82099431,C=CCCCCCCCCCCCCCCCCC=C,14811-95-1
http://www.wikidata.org/entity/Q83046711,C=CCCCCCCCCCC=C,21964-48-7
http://www.wikidata.org/entity/Q83081406,C=CCCCCCCCCC=C,5876-87-9
http://www.wikidata.org/entity/Q83028368,C=CCCCCCCCC=C,13688-67-0
http://www.wikidata.org/entity/Q83063167,CCCCCCCC#CCCCCC,3730-08-3
http://www.wikidata.org/entity/Q150681,CCCCCCCC,111-65-9
http://www.wikidata.org/entity/Q150900,CCCCCCCCCCCCCCCCCC,593-45-3
http://www.wikidata.org/entity/Q150911,CCCCCCCCCCCCCCCCCCC,629-92-5
http://www.wikidata.org/entity/Q161664,CCCCCCC=C,111-66-0
http://www.wikidata.org/entity/Q15687131,CCCCCC=C,592-76-7
http://www.wikidata.org/entity/Q424390,C1C=CC=C1,542-92-7
http://www.wikidata.org/entity/Q82105848,CC1CCCCCCCCCC1(C)C,62376-15-2
http://www.wikidata.org/entity/Q81985682,C1CCCCCCCCCCCCCCCCCCCCCCC1,297-03-0
http://www.wikidata.org/entity/Q83117103,C=CCCCCCCCCCCCC=O,85896-31-7
http://www.wikidata.org/entity/Q150925,CCCCCCCCCCCCCCCCCCCC,112-95-8
http://www.wikidata.org/entity/Q24706333,C1CCCCCC=CCCCC1,1501-82-2
http://www.wikidata.org/entity/Q26840829,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,96-76-4
http://www.wikidata.org/entity/Q1999285,C=C1CCCCC1,1192-37-6
http://www.wikidata.org/entity/Q81978021,C(=CCCCCC)CCCC,4941-53-1
http://www.wikidata.org/entity/Q174937,COC1=CC=C(C=C1)C=O,123-11-5
http://www.wikidata.org/entity/Q229995,CC(=O)C1=CC=C(C=C1)OC,100-06-1
http://www.wikidata.org/entity/Q413816,C[C@@H]1CCC(=C(C)C)C(=O)C1,89-82-7
http://www.wikidata.org/entity/Q419857,CCCCCCCCCCCCC(=O)O,638-53-9
http://www.wikidata.org/entity/Q300850,CC\C=C/CCO,928-96-1
http://www.wikidata.org/entity/Q419537,COC1=C(C2=C(C=C1CC=C)OCO2)OC,484-31-1
http://www.wikidata.org/entity/Q425620,C1=CC=C(C=C1)CC#N,140-29-4
http://www.wikidata.org/entity/Q6813065,CC1CC2=C(C(=CC=C2)O)C(=O)O1,17397-85-2
http://www.wikidata.org/entity/Q27108601,C[C@@H]1CC[C@@H]2[C@]13CC=C([C@H](C3)C2(C)C)C,469-61-4
http://www.wikidata.org/entity/Q930843,CCC1=C(C(=O)C=CO1)O,4940-11-8
http://www.wikidata.org/entity/Q818506,CCCCOC(=O)C1=CC=CC=C1,136-60-7
http://www.wikidata.org/entity/Q26777012,CC(=CC/C=C(\C)/C=C)C,3779-61-1
http://www.wikidata.org/entity/Q10864412,CCCC(=O)OCCC1=CC=CC=C1,103-52-6
http://www.wikidata.org/entity/Q10869281,CCC(=O)OCC1=CC=CC=C1,122-63-4
http://www.wikidata.org/entity/Q27103186,CCCCCCCC/C=C\CCCCCCCC(=O)OC,112-62-9
http://www.wikidata.org/entity/Q3270746,CCCCCC(=O)OCC=C,123-68-2
http://www.wikidata.org/entity/Q27108451,CC1=CC=C(C=C1)OC(=O)C,140-39-6
http://www.wikidata.org/entity/Q3885889,CC1C(=O)CCO1,3188-00-9
http://www.wikidata.org/entity/Q27161440,CCCCCCCCCCCCCC(=O)C,2345-28-0
http://www.wikidata.org/entity/Q27089421,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,512-13-0
http://www.wikidata.org/entity/Q27137527,CCCCCCCCCCCCCCCCCC(=O)OC,112-61-8
http://www.wikidata.org/entity/Q27160480,CC/C=C/CCOC(=O)C1=CC=CC=C1O,65405-77-8
http://www.wikidata.org/entity/Q27161739,C/C=C/C(=O)C,3102-33-8
http://www.wikidata.org/entity/Q27160351,CCCC1=CC=C(C=C1)OC,104-45-0
http://www.wikidata.org/entity/Q27159575,CCCCCCCC(=O)OCCCC,589-75-3
http://www.wikidata.org/entity/Q27285150,CCCCCCCCCCCCCC(=O)OCCCC,110-36-1
http://www.wikidata.org/entity/Q27279950,CCCCCCCCCCCCCCC(=O)OCC,41114-00-5
http://www.wikidata.org/entity/Q63392388,CCCC1=CC=CO1,4229-91-8
http://www.wikidata.org/entity/Q72489524,O=CC(=CC=1C=CC=CC1)C,101-39-3
http://www.wikidata.org/entity/Q82100122,O=C(OC)C(O)CC,29674-47-3
http://www.wikidata.org/entity/Q1368877,CC(=CCC/C(=C\COC(=O)C)/C)C,141-12-8
http://www.wikidata.org/entity/Q16391,CCCCO,71-36-3
http://www.wikidata.org/entity/Q204036,C1=CC=C(C=C1)/C=C/C=O,14371-10-9
http://www.wikidata.org/entity/Q411073,CCCCOC(=O)C,123-86-4
http://www.wikidata.org/entity/Q4596898,COC1=C(C=CC(=C1)C=C)O,7786-61-0
http://www.wikidata.org/entity/Q422597,CCCCCC(=O)O,142-62-1
http://www.wikidata.org/entity/Q10869283,CCC(=O)OC/C=C(\C)/CCC=C(C)C,105-90-8
http://www.wikidata.org/entity/Q12470088,CC(C)C12CCC(O1)(CC2)C,470-67-7
http://www.wikidata.org/entity/Q419495,COC1=CC=C(C=C1)CC=C,140-67-0
http://www.wikidata.org/entity/Q27105194,CC1([C@@H]2CC[C@@H](C2)C1=C)C,5794-03-6
http://www.wikidata.org/entity/Q27077978,CCCCCCCCCCCCCCCC=O,629-80-1
http://www.wikidata.org/entity/Q18341725,C1=CC=C(C=C1)CN=C=S,622-78-6
http://www.wikidata.org/entity/Q734815,CCCCOC=O,592-84-7
http://www.wikidata.org/entity/Q27105210,CC1=CC(=O)[C@@H](CC1)C(C)C,6091-50-5
http://www.wikidata.org/entity/Q27159671,CCCCCCCCCCCC(=O)OC,111-82-0
http://www.wikidata.org/entity/Q27263085,CNC1=CC=CC=C1C(=O)OC,85-91-6
http://www.wikidata.org/entity/Q27273336,C[C@H](CCC=C(C)C)CCOC(=O)C,20425-54-1
http://www.wikidata.org/entity/Q27256135,CC1C(=O)C(=C(O1)C)OC,4077-47-8
http://www.wikidata.org/entity/Q27289692,CCCCCCCCOC(=O)C(C)C,109-15-9
http://www.wikidata.org/entity/Q63392073,CCCCCCCCCCCCCCCC(=O)OCCC,2239-78-3
http://www.wikidata.org/entity/Q63399983,CCCCCCCCCCCC(=O)OCC(C)C,37811-72-6
http://www.wikidata.org/entity/Q72488971,CC[C@H](C)COC(=O)C,6493-92-1
http://www.wikidata.org/entity/Q289496,C[C@@H]1CCC=C2[C@]1(C[C@@H](CC2)C(=C)C)C,4630-07-3
http://www.wikidata.org/entity/Q412429,C1=COC(=C1)C=O,98-01-1
http://www.wikidata.org/entity/Q419668,CCCCCCCCC=O,124-19-6
http://www.wikidata.org/entity/Q415536,CC(C)CC(=O)O,503-74-2
http://www.wikidata.org/entity/Q409184,CCC1=CC=CC=C1,100-41-4
http://www.wikidata.org/entity/Q5276417,C[C@@]12CCCC(C1=CC(=O)O2)(C)C,17092-92-1
http://www.wikidata.org/entity/Q416929,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,118-58-1
http://www.wikidata.org/entity/Q419952,CC(C)C1=CC=C(C=C1)C=O,122-03-2
http://www.wikidata.org/entity/Q423282,C1CCC(CC1)O,108-93-0
http://www.wikidata.org/entity/Q5613321,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)O,489-86-1
http://www.wikidata.org/entity/Q423357,COC1=C(C=CC(=C1)CC=C)O,97-53-0
http://www.wikidata.org/entity/Q26777005,CC(=CC/C=C(/C)\C=C)C,3338-55-4
http://www.wikidata.org/entity/Q424998,C1=CC=C(C=C1)CC=O,122-78-1
http://www.wikidata.org/entity/Q1287920,CCCC(=O)CCC,123-19-3
http://www.wikidata.org/entity/Q10858039,C/C=C/C1=CC(=C(C=C1)OC)OC,6379-72-2
http://www.wikidata.org/entity/Q27132147,CC1=CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,13474-59-4
http://www.wikidata.org/entity/Q2988108,CC1=CC=CC=C1C,95-47-6
http://www.wikidata.org/entity/Q3135039,CCCCCC(=O)OCCCC,626-82-4
http://www.wikidata.org/entity/Q27161913,CCCCOC(=O)CC(C)C,109-19-3
http://www.wikidata.org/entity/Q27102309,CCCCCCCCCCCCCCC=O,2765-11-9
http://www.wikidata.org/entity/Q27159714,CCCCCC(=O)OCCC(C)C,2198-61-0
http://www.wikidata.org/entity/Q27161950,CC1=CN=C(C=N1)C,123-32-0
http://www.wikidata.org/entity/Q27253736,CCCCCCCCCCCC(=O)OCCCC,106-18-3
http://www.wikidata.org/entity/Q27251355,C/C=C(\C)/C(=O)OCCC1=CC=CC=C1,55719-85-2
http://www.wikidata.org/entity/Q27268865,CCCCCOC(=O)C(C)C,2445-72-9
http://www.wikidata.org/entity/Q27285775,C[C@H]1CCC=C2[C@@]1(C[C@@H](CC2)C(=C)C)C,10219-75-7
http://www.wikidata.org/entity/Q27291078,CCCCC1CCC(=O)O1,104-50-7
http://www.wikidata.org/entity/Q27279142,CC1=CC[C@H](C[C@@H]1OC(=O)C)C(=C)C,7053-79-4
http://www.wikidata.org/entity/Q27275648,CC1=C(C(CCC1)(C)C)CC=O,472-66-2
http://www.wikidata.org/entity/Q63396411,CCCC/C=C/CCCCCCCC(=O)O,50286-30-1
http://www.wikidata.org/entity/Q56373659,C1=CC=C2C(=C1)C=NS2,272-16-2
http://www.wikidata.org/entity/Q27104200,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,544-35-4
http://www.wikidata.org/entity/Q425512,OC/C=C(\C)/C,556-82-1
http://www.wikidata.org/entity/Q225543,CC1=C(C=C(C=C1)C(C)C)O,499-75-2
http://www.wikidata.org/entity/Q413755,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,120-51-4
http://www.wikidata.org/entity/Q372524,C1=CC=C(C=C1)C=O,100-52-7
http://www.wikidata.org/entity/Q27106722,C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,15423-57-1
http://www.wikidata.org/entity/Q419765,CCCCCCC(=O)OCC,106-30-9
http://www.wikidata.org/entity/Q418985,C1OC2=C(O1)C=C(C=C2)C=O,120-57-0
http://www.wikidata.org/entity/Q27104366,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,1196-31-2
http://www.wikidata.org/entity/Q424811,CCOC(=O)C(=C)C,97-63-2
http://www.wikidata.org/entity/Q26828655,CC1=CC=CC=C1C=O,529-20-4
http://www.wikidata.org/entity/Q24764257,CCOC(C)C,625-54-7
http://www.wikidata.org/entity/Q424223,c1ccccc1COC(=O)C,140-11-4
http://www.wikidata.org/entity/Q27133237,C[C@@H](CCC=C(C)C)[C@H]1CCC(=C)C=C1,20307-83-9
http://www.wikidata.org/entity/Q2816673,CC1=CC=C(C=C1)C(=O)C,122-00-9
http://www.wikidata.org/entity/Q2928816,CCCCCCOC(=O)CCC,2639-63-6
http://www.wikidata.org/entity/Q27256617,CCCCC[C@@H]1CCCC(=O)O1,2825-91-4
http://www.wikidata.org/entity/Q27258896,CCCCCCCCCCCCCCCC(=O)OCCC(C)C,81974-61-0
http://www.wikidata.org/entity/Q27269535,CCCC(=O)OCC1=CC=CC=C1,103-37-7
http://www.wikidata.org/entity/Q27889969,CC1=CC[C@@H](CC1=O)C(=C)C,2244-16-8
http://www.wikidata.org/entity/Q63398612,C[C@H]1CC[C@H](C2=C1C=CC(=C2)C)C(C)C,483-77-2
http://www.wikidata.org/entity/Q82947059,OC(C=1C=CC=C(C1)C)(C)C,5069-56-7
http://www.wikidata.org/entity/Q104989706,C=C(C)[C@H]1C=C2[C@H](C)CC[C@@H]2[C@H](C)CC1,22567-17-5
http://www.wikidata.org/entity/Q105238714,C/C1=C\CC[C@@]2(C)O[C@@H]2CC(C)(C)/C=C/C1,19888-33-6
http://www.wikidata.org/entity/Q415062,CC(C)C(=O)O,79-31-2
http://www.wikidata.org/entity/Q416673,CCCCCCCC=O,124-13-0
http://www.wikidata.org/entity/Q413447,CC(=O)CC(=O)C,123-54-6
http://www.wikidata.org/entity/Q47192,CCOC(=O)CC(=O)C,141-97-9
http://www.wikidata.org/entity/Q420894,COC(=O)C1=CC=CC=C1N,134-20-3
http://www.wikidata.org/entity/Q7448480,CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,473-13-2
http://www.wikidata.org/entity/Q2103922,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,89-79-2
http://www.wikidata.org/entity/Q151733,CCCCCO,71-41-0
http://www.wikidata.org/entity/Q2706345,CC(=O)OC1CCCCC1,622-45-7
http://www.wikidata.org/entity/Q193213,CCCC(=O)O,107-92-6
http://www.wikidata.org/entity/Q1490748,CC1=CC(=O)CC(C1=O)(C)C,1125-21-9
http://www.wikidata.org/entity/Q204182,CCOC(=O)/C=C/C1=CC=CC=C1,103-36-6
http://www.wikidata.org/entity/Q209463,C1=CC=C(C=C1)CCO,60-12-8
http://www.wikidata.org/entity/Q209264,CC(=O)CCC(=O)C,110-13-4
http://www.wikidata.org/entity/Q27121804,CC1=CC[C@@]2([C@H]1C2)C(C)C,563-34-8
http://www.wikidata.org/entity/Q27131296,C[C@@H]1CC[C@@H]2[C@@H](C2(C)C)C3=C(CC[C@H]13)C,489-40-7
http://www.wikidata.org/entity/Q27132629,C[C@H]1CCC2=C(CC[C@H](C[C@@H]12)C(=C)C)C,3691-11-0
http://www.wikidata.org/entity/Q6948297,CCCCCCCCCCCCCC=O,124-25-4
http://www.wikidata.org/entity/Q27135719,CC(=CCC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)C,1117-52-8
http://www.wikidata.org/entity/Q27159510,CCOC(=O)C(C)C,97-62-1
http://www.wikidata.org/entity/Q27159700,CCCCCCCCCCC(=O)OC,1731-86-8
http://www.wikidata.org/entity/Q27161382,CCCCCC1=CC=CO1,3777-69-3
http://www.wikidata.org/entity/Q27288521,CC(CC(=O)OC)O,1487-49-6
http://www.wikidata.org/entity/Q49081089,CCCC(=O)OCCC(C)C,106-27-4
http://www.wikidata.org/entity/Q67879765,CC1CCC(=CC1=O)C(C)C,499-74-1
http://www.wikidata.org/entity/Q81983415,CC(C)=CCC[C@H](C)c1ccc(C)cc1,4176-06-1
http://www.wikidata.org/entity/Q82106954,O1C=CC(C1)C(C)CC,56805-32-4
http://www.wikidata.org/entity/Q52353,C1=CC=C(C=C1)CO,100-51-6
http://www.wikidata.org/entity/Q153,CCO,64-17-5
http://www.wikidata.org/entity/Q5613309,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(=C)C,3691-12-1
http://www.wikidata.org/entity/Q6856299,CC(=O)OCCC1=CC=CC=C1,103-45-7
http://www.wikidata.org/entity/Q24735748,CCCCCCCCCCCCCCCC(=O)OCCCC,111-06-8
http://www.wikidata.org/entity/Q24764359,CCCCCCCCCCCCC(=O)OC,1731-88-0
http://www.wikidata.org/entity/Q2212471,CCCCOC(=O)CCC,109-21-7
http://www.wikidata.org/entity/Q255564,C/C=C/C1=CC=C(C=C1)OC,4180-23-8
http://www.wikidata.org/entity/Q25383513,CCCCCCOC(=O)CCCCC,6378-65-0
http://www.wikidata.org/entity/Q7883008,CCCCCCCCCCC=O,112-44-7
http://www.wikidata.org/entity/Q382897,CC(=C)C(=O)OC,80-62-6
http://www.wikidata.org/entity/Q27089406,CC1=C[C@H]2[C@@H](CCC(=C2CC1)C)C(C)C,483-76-1
http://www.wikidata.org/entity/Q2920205,CC1=CCC(CC1O)C(=C)C,99-48-9
http://www.wikidata.org/entity/Q415519,CC1=CC(=O)CC(C1)(C)C,78-59-1
http://www.wikidata.org/entity/Q408883,CC1=CC(=C(C=C1)C(C)C)O,89-83-8
http://www.wikidata.org/entity/Q15726034,C=CCOC(=O)CCC1CCCCC1,2705-87-5
http://www.wikidata.org/entity/Q417328,COC(=O)C1=CC=CC=C1,93-58-3
http://www.wikidata.org/entity/Q27105253,CC1=CC[C@H](CC1)C(C)(C)O,10482-56-1
http://www.wikidata.org/entity/Q421100,CCOC(=O)C1=CC=CC=C1,93-89-0
http://www.wikidata.org/entity/Q27104033,CC(=CCC/C(=C\C=O)/C)C,106-26-3
http://www.wikidata.org/entity/Q4596912,CCCCCC/C=C/C=O,18829-56-6
http://www.wikidata.org/entity/Q18456293,CCCCCCCCCCCCC=O,10486-19-8
http://www.wikidata.org/entity/Q27108622,CC1=CC[C@@]2(CC1)C(=C)CCCC2(C)C,18431-82-8
http://www.wikidata.org/entity/Q27157612,CCC(C)(CCCC(C)C)O,78-69-3
http://www.wikidata.org/entity/Q415750,CCCOC(=O)C,109-60-4
http://www.wikidata.org/entity/Q22808395,CCCCCCCCCC(=O)OC,110-42-9
http://www.wikidata.org/entity/Q22083556,COC(=O)C1=CC=CO1,611-13-2
http://www.wikidata.org/entity/Q27161959,CC1=CC2=C(C=C1)C(CC=C2)(C)C,30364-38-6
http://www.wikidata.org/entity/Q27158424,CCC1CCC(=O)O1,695-06-7
http://www.wikidata.org/entity/Q27131974,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(C)(C)O,1209-71-8
http://www.wikidata.org/entity/Q27136294,C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2,1139-30-6
http://www.wikidata.org/entity/Q27263792,CCCCCCCCCC(=O)OCCCC,30673-36-0
http://www.wikidata.org/entity/Q27231417,CCCCC(=O)OCC1=CC=CC=C1,10361-39-4
http://www.wikidata.org/entity/Q27231437,CCCCCCCCCCCCCCCC(=O)C,2922-51-2
http://www.wikidata.org/entity/Q27269343,CCCCC/C=C(/CCCC)\C=O,99915-14-7
http://www.wikidata.org/entity/Q27287910,CC1=C[C@H]([C@H]2C[C@@H]1C2(C)C)O,19890-02-9
http://www.wikidata.org/entity/Q27289621,CC1=CC[C@@H](CC1)C(C)(C)OC(=O)C,7785-54-8
http://www.wikidata.org/entity/Q76010362,CC(C)[C@@H]1CC[C@@](C=C1)(C)O,29803-81-4
http://www.wikidata.org/entity/Q2631777,CCCCCCCCCCCCCCCC(=O)OC(C)C,142-91-6
http://www.wikidata.org/entity/Q27105262,C[C@@H]1CC[C@H](CC1=O)C(=C)C,5524-05-0
http://www.wikidata.org/entity/Q11595687,CC1=CC[C@H](CC1)C(=C)CCC=C(C)C,495-61-4
http://www.wikidata.org/entity/Q210385,C1=CC=NC=C1,110-86-1
http://www.wikidata.org/entity/Q375112,CC(=O)C1=CC=CC=C1,98-86-2
http://www.wikidata.org/entity/Q18023029,CCCCCCCCCCCC(=O)OCC,106-33-2
http://www.wikidata.org/entity/Q408120,CCOC(=O)C1=CC=CC=C1O,118-61-6
http://www.wikidata.org/entity/Q408216,CCCC(=O)OCCC,105-66-8
http://www.wikidata.org/entity/Q27109826,CCCC(CC(=O)OCC)O,2305-25-1
http://www.wikidata.org/entity/Q426437,CC(=O)OC\C=C(/C)CCC=C(C)C,105-87-3
http://www.wikidata.org/entity/Q27117932,CC[C@H](C)C(=O)O,1730-91-2
http://www.wikidata.org/entity/Q416126,C/C=C/C(=O)C1=C(C=CCC1(C)C)C,23726-93-4
http://www.wikidata.org/entity/Q419633,C=CCSSCC=C,2179-57-9
http://www.wikidata.org/entity/Q24705869,CC/C=C/C=O,1576-87-0
http://www.wikidata.org/entity/Q412424,C=CCC1=CC2=C(C=C1)OCO2,94-59-7
http://www.wikidata.org/entity/Q409564,CCCCCCCC(=O)O,124-07-2
http://www.wikidata.org/entity/Q27160941,C[C@]1(CC[C@@H](O1)C(C)(C)O)C=C,5989-33-3
http://www.wikidata.org/entity/Q419829,COC1=C(C=C(C=C1)CC=C)OC,93-15-2
http://www.wikidata.org/entity/Q6535827,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,1196-01-6
http://www.wikidata.org/entity/Q1141622,C/C=C/C(=O)OC,623-43-8
http://www.wikidata.org/entity/Q27121861,C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C,471-15-8
http://www.wikidata.org/entity/Q27149863,CC1=CC=CC(CC1=O)(C)C,503-93-5
http://www.wikidata.org/entity/Q27159729,CCC=CCC(=O)OCC,2396-83-0
http://www.wikidata.org/entity/Q27270411,C[C@]12CC[C@H](C1(C)C)C[C@@H]2O,16725-71-6
http://www.wikidata.org/entity/Q27255482,CC(C)COC(=O)CC1=CC=CC=C1,102-13-6
http://www.wikidata.org/entity/Q72460898,COC(=O)/C=C/C1=CC=CC=C1,1754-62-7
http://www.wikidata.org/entity/Q60194891,OCC=C(C)CCC=C(C)CCC=C(C)C,4602-84-0
http://www.wikidata.org/entity/Q81993950,CCCCCCCCCCCCC(=O)OCC,28267-29-0
http://www.wikidata.org/entity/Q82861975,CC(=C)[C@H]1CC[C@](C=C1)(C)O,7212-40-0
http://www.wikidata.org/entity/Q83030916,CCCCCCCCCCCCCC(=O)OCCC,14303-70-9
http://www.wikidata.org/entity/Q104375352,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,76-49-3
http://www.wikidata.org/entity/Q104253247,CC1=CC[C@@H](C(C)C)c2cc(C)ccc21,21391-99-1
http://www.wikidata.org/entity/Q423851,CC1=CC=C(CC1)C(C)C,99-86-5
http://www.wikidata.org/entity/Q24734848,CCC(C)C(=O)OC,868-57-5
http://www.wikidata.org/entity/Q106618566,CCCCOC(=O)/C=C/C,591-63-9
http://www.wikidata.org/entity/Q24791135,CC1(C)[C@@H]2CC[C@H]1C(=C)C2,7378-37-2
http://www.wikidata.org/entity/Q409178,C1CCC(=O)CC1,108-94-1
http://www.wikidata.org/entity/Q2173897,CCCCCCCCOC(=O)C,112-14-1
http://www.wikidata.org/entity/Q410888,CC(=CCC/C(=C/C=O)/C)C,141-27-5
http://www.wikidata.org/entity/Q407153,CCOC(=O)C,141-78-6
http://www.wikidata.org/entity/Q409482,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,119-61-9
http://www.wikidata.org/entity/Q27126989,CC(=CCC/C(=C/CC[C@](C)(C=C)O)/C)C,77551-75-8
http://www.wikidata.org/entity/Q2692437,CC1=CC2=C(C=CC(=C2C=C1)C)C(C)C,483-78-3
http://www.wikidata.org/entity/Q414492,C1=CC=C(C(=C1)C=O)O,90-02-8
http://www.wikidata.org/entity/Q419453,C1=CC=C(C=C1)OC2=CC=CC=C2,101-84-8
http://www.wikidata.org/entity/Q27133408,CCCCCCCCCCCCCCCCCC(=O)OCCC,3634-92-2
